sample,mesh_lod_id,visible_instances,index_count_per_instance
8,82,395,28791
8,84,2,1002915
8,85,4,494751
8,86,6,243141
8,87,52,115734
8,88,172,58218
8,89,405,29091
8,94,6,153372
8,95,21,76350
8,96,273,37611
8,97,9903,12363
8,101,4,154152
8,102,28,76026
8,103,211,37851
8,104,10018,12321
8,108,10,184167
8,109,31,91719
8,110,506,45783
8,118,70751,6
8,124,7175,18
8,125,206315,6
8,132,74124,6
8,139,8546,48
8,146,21143,36
8,153,25061,48
8,160,4668,21
8,167,22083,72
8,174,2520,42
8,181,9231,66
8,188,8548,138
8,195,7161,177
8,202,4993,36
8,209,11385,192
8,215,23,591
8,216,893,195
8,222,48,555
8,223,867,174
8,229,19,333
8,230,807,111
8,236,33,963
8,237,941,318
8,429,1,62424
8,436,1,62424
8,466,1,14976
8,471,1,62424
8,570,1,29376
8,599,1,14688
8,605,1,29376
8,612,1,29376
8,648,1,14688
8,655,1,14688
8,662,1,14688
8,668,1,29376
8,732,1,14688
8,739,1,14688
8,746,1,14688
8,753,1,14688
8,773,1,88134
8,780,1,88134
8,931,1,14058
8,938,1,910740
8,959,5098,6
8,960,4982,6
8,961,4994,6
8,962,5181,6
8,963,5542,6
8,964,5200,6
8,965,5192,6
8,966,5181,6
8,967,5207,6
8,968,5087,6
8,969,5152,6
8,970,5352,6
8,971,5739,6
8,972,5484,6
8,973,5260,6
8,974,5136,6
8,975,5052,6
8,976,4995,6
8,977,5279,6
8,978,5455,6
8,979,5776,6
8,980,5374,6
8,981,5454,6
8,982,5188,6
8,983,1412,6
8,984,1475,6
8,985,1447,6
8,986,1546,6
8,987,1696,6
8,988,1638,6
8,989,1514,6
8,990,1431,6
9,2,8,5001
9,3,75,2409
9,4,106,1164
9,5,75,594
9,6,13867,174
9,10,67,2301
9,11,111,1101
9,12,54,540
9,13,13894,195
9,17,88,2361
9,18,110,1209
9,19,130,591
9,20,13689,198
9,23,1,4986
9,24,72,2319
9,25,125,1182
9,26,61,597
9,27,14045,189
9,30,12,5058
9,31,95,2319
9,32,83,1176
9,33,73,594
9,34,14112,183
9,40,20,9054
9,41,412,2952
9,46,1,16911
9,47,31,8430
9,48,430,2628
9,52,1,36099
9,54,23,9108
9,55,497,3015
9,61,37,10008
9,62,447,3297
9,68,21,8949
9,69,463,2901
9,71,2,488835
9,73,40,114630
9,74,154,57111
9,75,392,28410
9,78,3,495099
9,79,5,245184
9,80,41,115683
9,81,143,58089
9,82,395,28791
9,84,2,1002915
9,85,4,494751
9,86,6,243141
9,87,52,115734
9,88,172,58218
9,89,405,29091
9,94,6,153372
9,95,21,76350
9,96,273,37611
9,97,9903,12363
9,101,4,154152
9,102,28,76026
9,103,211,37851
9,104,10018,12321
9,108,10,184167
9,109,31,91719
9,110,506,45783
9,118,70751,6
9,124,7175,18
9,125,206315,6
9,132,74124,6
9,139,8546,48
9,146,21143,36
9,153,25061,48
9,160,4668,21
9,167,22083,72
9,174,2520,42
9,181,9231,66
9,188,8548,138
9,195,7161,177
9,202,4993,36
9,209,11385,192
9,215,23,591
9,216,893,195
9,222,48,555
9,223,867,174
9,229,19,333
9,230,807,111
9,236,33,963
9,237,941,318
9,429,1,62424
9,436,1,62424
9,466,1,14976
9,471,1,62424
9,570,1,29376
9,599,1,14688
9,605,1,29376
9,612,1,29376
9,648,1,14688
9,655,1,14688
9,662,1,14688
9,668,1,29376
9,732,1,14688
9,739,1,14688
9,746,1,14688
9,753,1,14688
9,773,1,88134
9,780,1,88134
9,931,1,14058
9,938,1,910740
9,959,5098,6
9,960,4982,6
9,961,4994,6
9,962,5181,6
9,963,5542,6
9,964,5200,6
9,965,5192,6
9,966,5181,6
9,967,5207,6
9,968,5087,6
9,969,5152,6
9,970,5352,6
9,971,5739,6
9,972,5484,6
9,973,5260,6
9,974,5136,6
9,975,5052,6
9,976,4995,6
9,977,5279,6
9,978,5455,6
9,979,5776,6
9,980,5374,6
9,981,5454,6
9,982,5188,6
9,983,1412,6
9,984,1475,6
9,985,1447,6
9,986,1546,6
9,987,1696,6
9,988,1638,6
9,989,1514,6
9,990,1431,6
10,2,8,5001
10,3,75,2409
10,4,106,1164
10,5,75,594
10,6,13867,174
10,10,67,2301
10,11,111,1101
10,12,54,540
10,13,13894,195
10,17,88,2361
10,18,110,1209
10,19,130,591
10,20,13689,198
10,23,1,4986
10,24,72,2319
10,25,125,1182
10,26,61,597
10,27,14045,189
10,30,12,5058
10,31,95,2319
10,32,83,1176
10,33,73,594
10,34,14112,183
10,40,20,9054
10,41,412,2952
10,46,1,16911
10,47,31,8430
10,48,430,2628
10,52,1,36099
10,54,23,9108
10,55,497,3015
10,61,37,10008
10,62,447,3297
10,68,21,8949
10,69,463,2901
10,71,2,488835
10,73,40,114630
10,74,154,57111
10,75,392,28410
10,78,3,495099
10,79,5,245184
10,80,41,115683
10,81,143,58089
10,82,395,28791
10,84,2,1002915
10,85,4,494751
10,86,6,243141
10,87,52,115734
10,88,172,58218
10,89,405,29091
10,94,6,153372
10,95,21,76350
10,96,273,37611
10,97,9903,12363
10,101,4,154152
10,102,28,76026
10,103,211,37851
10,104,10018,12321
10,108,10,184167
10,109,31,91719
10,110,506,45783
10,118,70751,6
10,124,7175,18
10,125,206315,6
10,132,74124,6
10,139,8546,48
10,146,21143,36
10,153,25061,48
10,160,4668,21
10,167,22083,72
10,174,2520,42
10,181,9231,66
10,188,8548,138
10,195,7161,177
10,202,4993,36
10,209,11385,192
10,215,23,591
10,216,893,195
10,222,48,555
10,223,867,174
10,229,19,333
10,230,807,111
10,236,33,963
10,237,941,318
10,429,1,62424
10,436,1,62424
10,466,1,14976
10,471,1,62424
10,570,1,29376
10,599,1,14688
10,605,1,29376
10,612,1,29376
10,648,1,14688
10,655,1,14688
10,662,1,14688
10,668,1,29376
10,732,1,14688
10,739,1,14688
10,746,1,14688
10,753,1,14688
10,773,1,88134
10,780,1,88134
10,931,1,14058
10,938,1,910740
10,959,5098,6
10,960,4982,6
10,961,4994,6
10,962,5181,6
10,963,5542,6
10,964,5200,6
10,965,5192,6
10,966,5181,6
10,967,5207,6
10,968,5087,6
10,969,5152,6
10,970,5352,6
10,971,5739,6
10,972,5484,6
10,973,5260,6
10,974,5136,6
10,975,5052,6
10,976,4995,6
10,977,5279,6
10,978,5455,6
10,979,5776,6
10,980,5374,6
10,981,5454,6
10,982,5188,6
10,983,1412,6
10,984,1475,6
10,985,1447,6
10,986,1546,6
10,987,1696,6
10,988,1638,6
10,989,1514,6
10,990,1431,6
11,2,8,5001
11,3,75,2409
11,4,106,1164
11,5,75,594
11,6,13867,174
11,10,67,2301
11,11,111,1101
11,12,54,540
11,13,13894,195
11,17,88,2361
11,18,110,1209
11,19,130,591
11,20,13689,198
11,23,1,4986
11,24,72,2319
11,25,125,1182
11,26,61,597
11,27,14045,189
11,30,12,5058
11,31,95,2319
11,32,83,1176
11,33,73,594
11,34,14112,183
11,40,20,9054
11,41,412,2952
11,46,1,16911
11,47,31,8430
11,48,430,2628
11,52,1,36099
11,54,23,9108
11,55,497,3015
11,61,37,10008
11,62,447,3297
11,68,21,8949
11,69,463,2901
11,71,2,488835
11,73,40,114630
11,74,154,57111
11,75,392,28410
11,78,3,495099
11,79,5,245184
11,80,41,115683
11,81,143,58089
11,82,395,28791
11,84,2,1002915
11,85,4,494751
11,86,6,243141
11,87,52,115734
11,88,172,58218
11,89,405,29091
11,94,6,153372
11,95,21,76350
11,96,273,37611
11,97,9903,12363
11,101,4,154152
11,102,28,76026
11,103,211,37851
11,104,10018,12321
11,108,10,184167
11,109,31,91719
11,110,506,45783
11,118,70751,6
11,124,7175,18
11,125,206315,6
11,132,74124,6
11,139,8546,48
